Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
HW531512,9388231,11/10/2013 04:00:00 PM,045XX S HERMITAGE AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,924,20,6,1165485,1874392,2013,11/27/2013 12:22:30 PM,41.810923794,-87.668535224,"(41.810923794, -87.668535224)"
HW540807,9398399,11/18/2013 05:00:00 PM,076XX S CONSTANCE AVE,810,THEFT,OVER $500,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,414,8,6,1189904,1854627,2013,11/27/2013 03:30:45 PM,41.756133896,-87.579605063,"(41.756133896, -87.579605063)"
HW541630,9398433,11/20/2013 07:00:00 PM,023XX N MONITOR AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2515,37,6,1137048,1914831,2013,11/27/2013 10:51:47 AM,41.922450385,-87.771871158,"(41.922450385, -87.771871158)"
HW541143,9398052,11/08/2013 12:00:00 AM,002XX W 79TH ST,810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,623,17,6,1176176,1852628,2013,11/27/2013 06:54:35 PM,41.750967433,-87.629974714,"(41.750967433, -87.629974714)"
HW505719,9397078,10/23/2013 03:00:00 AM,110XX S VERNON AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,513,9,6,1181243,1831882,2013,05/15/2014 12:36:49 PM,41.693922682,-87.612043851,"(41.693922682, -87.612043851)"
HW539819,9397154,11/19/2013 12:35:00 PM,021XX E 87TH ST,810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,412,8,6,1191717,1847744,2013,11/27/2013 03:31:52 PM,41.737202561,-87.573183761,"(41.737202561, -87.573183761)"
HW539318,9395923,11/19/2013 10:00:00 AM,001XX W 35TH ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,915,11,6,1175731,1881812,2013,11/27/2013 12:23:27 PM,41.831061278,-87.630731407,"(41.831061278, -87.630731407)"
HW538194,9395766,10/30/2013 12:00:00 PM,044XX W MAYPOLE AVE,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,1113,28,6,1146982,1901052,2013,11/27/2013 10:15:01 AM,41.884455079,-87.735722849,"(41.884455079, -87.735722849)"
HW538909,9395137,11/18/2013 02:00:00 PM,005XX W 45TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,925,11,6,1173460,1875120,2013,11/27/2013 09:20:19 PM,41.812748482,-87.639262146,"(41.812748482, -87.639262146)"
HW545127,9402096,11/17/2013 01:00:00 AM,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,42,6,1176111,1903273,2013,11/27/2013 10:17:37 AM,41.889943172,-87.628690919,"(41.889943172, -87.628690919)"
HW544591,9401728,11/22/2013 08:30:00 PM,002XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,935,3,6,1175653,1868540,2013,11/27/2013 12:23:58 PM,41.794643444,-87.631415337,"(41.794643444, -87.631415337)"
HW541685,9401491,11/15/2013 11:22:00 AM,018XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,132,2,6,1177544,1891554,2013,11/27/2013 12:21:59 PM,41.857753146,-87.623784139,"(41.857753146, -87.623784139)"
HW543951,9401337,11/22/2013 10:45:00 AM,071XX S STATE ST,880,THEFT,PURSE-SNATCHING,CTA BUS STOP,FALSE,FALSE,323,6,6,1177477,1857875,2013,11/27/2013 12:23:56 PM,41.765336516,-87.625048934,"(41.765336516, -87.625048934)"
HW540514,9401116,11/19/2013 05:15:00 AM,0000X E MADISON ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,112,42,6,1176658,1900370,2013,11/27/2013 07:53:56 AM,41.88196484,-87.626769895,"(41.88196484, -87.626769895)"
HW543843,9401213,11/22/2013 01:00:00 PM,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2533,37,6,1144852,1910261,2013,11/27/2013 07:00:39 AM,41.909766043,-87.743312011,"(41.909766043, -87.743312011)"
HW539361,9400840,11/19/2013 10:15:00 AM,004XX W 33RD ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,915,11,6,1173961,1883018,2013,11/27/2013 12:23:34 PM,41.834410186,-87.637189751,"(41.834410186, -87.637189751)"
HW543208,9400211,11/20/2013 10:00:00 PM,081XX S CHAPPEL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,414,8,6,1191233,1851438,2013,11/27/2013 03:34:22 PM,41.74735095,-87.574837677,"(41.74735095, -87.574837677)"
HW542223,9399194,11/21/2013 08:00:00 AM,016XX N CICERO AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2533,37,6,1144185,1910683,2013,11/27/2013 10:45:13 AM,41.91093662,-87.745751698,"(41.91093662, -87.745751698)"
HW546504,9403099,11/20/2013 08:30:00 AM,053XX N HARLEM AVE,820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,FALSE,FALSE,1613,41,6,1127404,1934940,2013,11/27/2013 09:07:47 AM,41.977799623,-87.80685304,"(41.977799623, -87.80685304)"
HW546416,9403046,11/24/2013 03:13:00 PM,022XX W NORTH AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1434,1,6,1161268,1910645,2013,11/27/2013 12:10:15 PM,41.910494063,-87.682995618,"(41.910494063, -87.682995618)"
HW544693,9402627,11/22/2013 10:00:00 AM,016XX S MILLARD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1014,24,6,1152270,1891533,2013,11/27/2013 07:54:22 AM,41.858231197,-87.716555644,"(41.858231197, -87.716555644)"
HW544844,9402632,11/23/2013 05:04:00 AM,054XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,923,14,6,1156017,1868210,2013,11/27/2013 10:57:35 AM,41.794155275,-87.703429412,"(41.794155275, -87.703429412)"
HW545376,9402388,11/23/2013 03:30:00 AM,004XX W ONTARIO ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1831,42,6,1173245,1904368,2013,11/27/2013 07:54:10 AM,41.893012017,-87.639183512,"(41.893012017, -87.639183512)"
HW545363,9402295,11/23/2013 02:29:00 PM,065XX W DIVERSEY AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2512,36,6,1132343,1917856,2013,11/27/2013 07:03:37 AM,41.930834579,-87.789088549,"(41.930834579, -87.789088549)"
HW548345,9404815,11/25/2013 04:30:00 PM,0000X W 95TH ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,634,21,6,1177744,1841988,2013,11/27/2013 07:37:09 AM,41.721734632,-87.624549931,"(41.721734632, -87.624549931)"
HW547993,9404610,11/25/2013 07:28:00 PM,0000X E 35TH ST,810,THEFT,OVER $500,CTA BUS STOP,FALSE,FALSE,213,3,6,1176943,1881769,2013,11/27/2013 09:20:38 PM,41.830915995,-87.626285836,"(41.830915995, -87.626285836)"
HW548066,9404523,11/25/2013 09:00:00 AM,067XX S EVANS AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,321,20,6,1182417,1860467,2013,11/27/2013 11:55:00 AM,41.772336166,-87.606862227,"(41.772336166, -87.606862227)"
HW547975,9404532,11/19/2013 12:00:00 AM,010XX W BELMONT AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1933,44,6,1169016,1921385,2013,11/27/2013 06:29:01 AM,41.939800442,-87.654220036,"(41.939800442, -87.654220036)"
HW547581,9404295,10/05/2013 12:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,APARTMENT,FALSE,FALSE,312,20,6,1179991,1862269,2013,11/27/2013 12:51:47 PM,41.777336925,-87.615700034,"(41.777336925, -87.615700034)"
HW547546,9404313,11/25/2013 03:00:00 PM,0000X E 95TH ST,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,511,6,6,1178271,1841957,2013,11/27/2013 03:47:16 PM,41.721637641,-87.62262057,"(41.721637641, -87.62262057)"
HW547193,9403849,06/01/2013 04:00:00 PM,073XX W PRATT AVE,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1611,41,6,1126177,1944639,2013,11/27/2013 09:06:38 AM,42.004435239,-87.811147931,"(42.004435239, -87.811147931)"
HW547224,9403977,11/25/2013 11:20:00 AM,005XX N STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1834,42,6,1176316,1903876,2013,11/27/2013 12:24:03 PM,41.891593214,-87.627919871,"(41.891593214, -87.627919871)"
HW547350,9404048,03/01/2013 12:01:00 AM,070XX S CREGIER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,332,5,6,1189457,1858729,2013,11/27/2013 12:50:36 PM,41.76740087,-87.581111739,"(41.76740087, -87.581111739)"
HW546948,9403697,11/25/2013 12:01:00 AM,002XX N COLUMBUS DR,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,114,42,6,1178261,1901979,2013,11/27/2013 12:22:06 PM,41.886343653,-87.620834719,"(41.886343653, -87.620834719)"
HW547127,9403750,11/04/2013 12:00:00 PM,054XX S STATE ST,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,"SCHOOL, PRIVATE, GROUNDS",FALSE,FALSE,225,3,6,1177157,1869060,2013,11/27/2013 12:52:14 PM,41.796036544,-87.625884541,"(41.796036544, -87.625884541)"
HW548586,9405176,11/25/2013 08:00:00 PM,037XX N SHEFFIELD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1923,44,6,1168895,1925095,2013,11/27/2013 12:57:31 PM,41.949983466,-87.654556767,"(41.949983466, -87.654556767)"
HW548579,9405212,07/01/2013 09:00:00 AM,059XX S RUTHERFORD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,812,23,6,1132468,1864115,2013,11/27/2013 12:57:57 PM,41.783358881,-87.789879176,"(41.783358881, -87.789879176)"
HW548657,9405216,11/26/2013 11:00:00 AM,085XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,632,6,6,1183016,1848397,2013,11/27/2013 05:53:46 AM,41.739200936,-87.605041045,"(41.739200936, -87.605041045)"
HW548663,9405222,11/21/2013 12:28:00 PM,089XX S HOUSTON AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,424,10,6,1198035,1846234,2013,11/27/2013 06:48:12 AM,41.732903538,-87.550087298,"(41.732903538, -87.550087298)"
HW548569,9405225,10/16/2013 12:00:00 PM,020XX W JACKSON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1225,2,6,1162877,1898666,2013,11/27/2013 12:53:42 PM,41.877589114,-87.677421178,"(41.877589114, -87.677421178)"
HW548455,9405229,11/25/2013 08:00:00 PM,025XX W MORSE AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2411,50,6,1158126,1945668,2013,11/27/2013 07:08:46 AM,42.006663965,-87.693577606,"(42.006663965, -87.693577606)"
HW548614,9405262,11/26/2013 10:30:00 AM,016XX N HARLEM AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2513,36,6,1127897,1909882,2013,11/27/2013 06:54:26 AM,41.909029167,-87.805607333,"(41.909029167, -87.805607333)"
HW548684,9405266,11/26/2013 04:00:00 AM,017XX W MONTVALE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2234,34,6,1166710,1829752,2013,11/27/2013 06:01:43 AM,41.688399243,-87.665313258,"(41.688399243, -87.665313258)"
HW548424,9404957,09/11/2013 09:00:00 AM,122XX S PEORIA ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,524,34,6,1172502,1823688,2013,11/27/2013 12:56:53 PM,41.67163343,-87.644286662,"(41.67163343, -87.644286662)"
HW548376,9404967,11/08/2013 04:00:00 AM,082XX S ELLIS AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,631,8,6,1184285,1850763,2013,11/27/2013 05:47:41 AM,41.745663929,-87.600317867,"(41.745663929, -87.600317867)"
HW548433,9404997,11/26/2013 12:01:00 AM,001XX W 77TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,623,6,6,1176879,1853979,2013,11/27/2013 06:30:29 AM,41.754658937,-87.627357968,"(41.754658937, -87.627357968)"
HW548543,9405051,11/26/2013 10:00:00 AM,069XX S ABERDEEN ST,820,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,733,17,6,1170135,1858986,2013,11/27/2013 05:57:03 AM,41.76854799,-87.651927315,"(41.76854799, -87.651927315)"
HW548221,9404716,11/25/2013 07:00:00 PM,001XX S CANAL ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,121,2,6,1173126,1899499,2013,11/27/2013 12:22:09 PM,41.879653824,-87.639765078,"(41.879653824, -87.639765078)"
HW547140,9404763,09/25/2013 06:00:00 PM,007XX S SACRAMENTO BLVD,810,THEFT,OVER $500,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,1135,2,6,1156532,1896299,2013,11/27/2013 09:06:39 AM,41.871224525,-87.700782452,"(41.871224525, -87.700782452)"
HW546932,9404765,11/25/2013 12:01:00 AM,089XX S YATES BLVD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,413,7,6,1193682,1846158,2013,11/27/2013 07:17:24 AM,41.732802584,-87.566036513,"(41.732802584, -87.566036513)"
HW548330,9404795,11/25/2013 06:45:00 PM,082XX S PEORIA ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,613,21,6,1171787,1850074,2013,11/27/2013 06:39:16 AM,41.744056253,-87.646132871,"(41.744056253, -87.646132871)"
HW548335,9404799,11/25/2013 06:00:00 PM,115XX S MAPLEWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2212,19,6,1161507,1827775,2013,11/27/2013 05:52:52 AM,41.683083135,-87.684415735,"(41.683083135, -87.684415735)"
HW548782,9405556,11/26/2013 12:20:00 PM,003XX W KINZIE ST,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1831,42,6,1173902,1902872,2013,11/27/2013 07:30:44 AM,41.888892297,-87.636815222,"(41.888892297, -87.636815222)"
HW548812,9405567,11/26/2013 01:15:00 PM,042XX W MADISON ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1115,28,6,1147905,1899631,2013,11/27/2013 06:35:59 AM,41.880538006,-87.732369981,"(41.880538006, -87.732369981)"
HW548866,9405587,11/26/2013 11:30:00 AM,040XX W 56TH ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,813,13,6,1150266,1867198,2013,11/27/2013 07:39:34 AM,41.791491893,-87.72454459,"(41.791491893, -87.72454459)"
HW548867,9405601,11/26/2013 01:00:00 PM,006XX N MICHIGAN AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,1834,42,6,1177273,1904734,2013,11/27/2013 07:34:54 AM,41.893925965,-87.624379257,"(41.893925965, -87.624379257)"
HW548901,9405604,11/26/2013 01:25:00 PM,081XX S VINCENNES AVE,820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,622,21,6,1174722,1850745,2013,11/27/2013 06:29:48 AM,41.745832739,-87.635358835,"(41.745832739, -87.635358835)"
HW548769,9405611,11/26/2013 12:23:00 PM,045XX W NORTH AVE,860,THEFT,RETAIL THEFT,APPLIANCE STORE,TRUE,FALSE,2533,37,6,1145935,1910208,2013,11/27/2013 06:46:09 AM,41.909600093,-87.739334828,"(41.909600093, -87.739334828)"
HW548903,9405612,11/26/2013 09:00:00 AM,035XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1732,35,6,1152168,1926324,2013,11/27/2013 09:24:20 AM,41.953702983,-87.716011011,"(41.953702983, -87.716011011)"
HW548840,9405613,11/26/2013 12:03:00 PM,029XX W DIVISION ST,820,THEFT,$500 AND UNDER,SIDEWALK,TRUE,FALSE,1211,26,6,1156269,1907795,2013,11/27/2013 07:43:13 AM,41.902775959,-87.701437231,"(41.902775959, -87.701437231)"
HW548798,9405615,11/26/2013 12:41:00 PM,0000X S STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,112,42,6,1176438,1900051,2013,11/27/2013 07:55:14 AM,41.881094454,-87.627587356,"(41.881094454, -87.627587356)"
HW548926,9405625,11/26/2013 02:45:00 PM,003XX E 18TH ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,132,2,6,1178569,1891668,2013,11/27/2013 07:33:51 AM,41.858042664,-87.620018343,"(41.858042664, -87.620018343)"
HW548923,9405626,11/25/2013 04:00:00 PM,016XX N CLARK ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1814,43,6,1175247,1911094,2013,11/27/2013 06:55:09 AM,41.911423812,-87.631628946,"(41.911423812, -87.631628946)"
HW548839,9405634,11/26/2013 12:00:00 PM,087XX S BLACKSTONE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,412,8,6,1187601,1847523,2013,11/27/2013 07:58:28 AM,41.736694887,-87.588270365,"(41.736694887, -87.588270365)"
HW546388,9405642,11/24/2013 12:45:00 PM,017XX W 18TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1234,25,6,1165305,1891497,2013,11/27/2013 07:50:45 AM,41.857865493,-87.668710018,"(41.857865493, -87.668710018)"
HW548692,9405278,11/26/2013 09:51:00 AM,003XX E 95TH ST,860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,511,6,6,1180431,1842024,2013,11/27/2013 07:56:02 AM,41.721772292,-87.614706883,"(41.721772292, -87.614706883)"
HW548536,9405362,10/29/2013 09:00:00 AM,002XX W 111TH ST,890,THEFT,FROM BUILDING,VACANT LOT/LAND,FALSE,FALSE,513,34,6,1176758,1831374,2013,11/27/2013 07:00:22 AM,41.692630545,-87.628479679,"(41.692630545, -87.628479679)"
HW548764,9405386,11/02/2013 12:01:00 AM,015XX W MARQUETTE RD,842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,FALSE,FALSE,725,17,6,1167045,1860254,2013,11/27/2013 12:56:38 PM,41.772094166,-87.663217485,"(41.772094166, -87.663217485)"
HW548673,9405422,11/25/2013 11:00:00 PM,082XX S INGLESIDE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,631,8,6,1183958,1850555,2013,11/27/2013 07:24:52 AM,41.745100792,-87.601522525,"(41.745100792, -87.601522525)"
HW548706,9405429,11/26/2013 12:00:00 PM,034XX N WESTERN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1921,47,6,1159733,1922581,2013,11/27/2013 06:39:28 AM,41.943279072,-87.688304777,"(41.943279072, -87.688304777)"
HW548714,9405442,11/26/2013 11:30:00 AM,078XX S YATES BLVD,820,THEFT,$500 AND UNDER,RESIDENCE,TRUE,FALSE,414,7,6,1193514,1853612,2013,11/27/2013 07:52:30 AM,41.753261103,-87.566408593,"(41.753261103, -87.566408593)"
HW548724,9405490,11/26/2013 02:00:00 AM,035XX W ROOSEVELT RD,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1021,24,6,1152882,1894439,2013,11/27/2013 07:51:19 AM,41.866193506,-87.714232284,"(41.866193506, -87.714232284)"
HW548814,9405491,11/21/2013 08:00:00 PM,035XX W LELAND AVE,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1723,33,6,1152027,1931044,2013,11/27/2013 12:26:27 PM,41.96665777,-87.716404423,"(41.96665777, -87.716404423)"
HW548823,9405498,11/23/2013 10:00:00 PM,021XX S CANALPORT AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1235,25,6,1170415,1889863,2013,11/27/2013 07:40:03 AM,41.853271588,-87.650001044,"(41.853271588, -87.650001044)"
HW548852,9405501,11/21/2013 12:00:00 AM,082XX S DORCHESTER AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,411,8,6,1187012,1850629,2013,11/27/2013 06:02:36 AM,41.745232038,-87.590329994,"(41.745232038, -87.590329994)"
HW548939,9405646,11/26/2013 01:30:00 PM,024XX W FULLERTON AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1431,1,6,1159577,1915917,2013,11/27/2013 08:50:40 AM,41.924995836,-87.689062222,"(41.924995836, -87.689062222)"
HW548976,9405647,11/26/2013 03:00:00 PM,010XX W ARMITAGE AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1811,32,6,1169127,1913436,2013,11/27/2013 07:38:59 AM,41.917985582,-87.654043535,"(41.917985582, -87.654043535)"
HW548958,9405652,11/26/2013 02:50:00 PM,045XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2533,37,6,1145935,1910208,2013,11/27/2013 06:30:58 AM,41.909600093,-87.739334828,"(41.909600093, -87.739334828)"
HW548959,9405658,11/26/2013 03:25:00 PM,047XX S CICERO AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,815,23,6,1145207,1872444,2013,11/27/2013 07:47:32 AM,41.805984559,-87.74296311,"(41.805984559, -87.74296311)"
HW548771,9405661,11/01/2013 01:00:00 PM,034XX S RHODES AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,211,4,6,1180419,1882314,2013,11/27/2013 07:18:52 AM,41.832332299,-87.613515572,"(41.832332299, -87.613515572)"
HW548943,9405668,11/26/2013 02:40:00 PM,063XX S SEELEY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,726,15,6,1163739,1862788,2013,11/27/2013 07:56:50 AM,41.779117851,-87.675265231,"(41.779117851, -87.675265231)"
HW549024,9405669,11/26/2013 04:00:00 PM,059XX S WINCHESTER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,714,15,6,1164333,1865302,2013,11/27/2013 05:50:45 AM,41.786004099,-87.673016786,"(41.786004099, -87.673016786)"
HW548994,9405673,11/26/2013 02:00:00 PM,0000X W LAKE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,42,6,1176214,1901786,2013,11/27/2013 07:45:01 AM,41.885860443,-87.628357526,"(41.885860443, -87.628357526)"
HW549009,9405675,11/25/2013 03:45:00 AM,031XX N SHEFFIELD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1933,44,6,1169010,1921314,2013,11/27/2013 10:27:49 AM,41.939605745,-87.654244155,"(41.939605745, -87.654244155)"
HW548970,9405687,11/25/2013 11:00:00 PM,078XX S WOOD ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,611,17,6,1165668,1852841,2013,11/27/2013 05:58:22 AM,41.751781208,-87.668475185,"(41.751781208, -87.668475185)"
HW548914,9405689,11/26/2013 12:30:00 PM,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,42,6,1176329,1900431,2013,11/27/2013 08:06:32 AM,41.882139654,-87.627976124,"(41.882139654, -87.627976124)"
HW549057,9405697,11/26/2013 04:15:00 PM,001XX W 87TH ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,622,21,6,1176858,1847318,2013,11/27/2013 07:43:12 AM,41.736380815,-87.627635121,"(41.736380815, -87.627635121)"
HW549059,9405699,11/08/2013 03:00:00 PM,100XX S AVENUE M,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,432,10,6,1201443,1839224,2013,11/27/2013 06:57:22 AM,41.713581784,-87.537839835,"(41.713581784, -87.537839835)"
HW549012,9405701,11/24/2013 05:00:00 PM,015XX N ORLEANS ST,820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,FALSE,FALSE,1821,27,6,1173664,1910711,2013,11/27/2013 07:26:53 AM,41.910408232,-87.637455733,"(41.910408232, -87.637455733)"
HW549030,9405704,11/26/2013 03:00:00 PM,017XX W WASECA PL,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2234,34,6,1166945,1830014,2013,11/27/2013 07:40:12 AM,41.689113212,-87.664445488,"(41.689113212, -87.664445488)"
HW548862,9405705,11/24/2013 12:00:00 PM,009XX W 95TH ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2223,21,6,1171569,1841780,2013,11/27/2013 07:19:05 AM,41.721301137,-87.647173915,"(41.721301137, -87.647173915)"
HW549056,9405706,11/26/2013 04:00:00 PM,081XX S LANGLEY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,631,6,6,1182349,1851253,2013,11/27/2013 06:47:07 AM,41.74705358,-87.607396516,"(41.74705358, -87.607396516)"
HW549081,9405708,11/26/2013 04:00:00 PM,011XX W ARMITAGE AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,1811,32,6,1168502,1913419,2013,11/27/2013 07:17:58 AM,41.917952494,-87.656340298,"(41.917952494, -87.656340298)"
HW549082,9405716,11/26/2013 04:45:00 PM,045XX N WHIPPLE ST,820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,FALSE,FALSE,1724,33,6,1155265,1930140,2013,11/27/2013 12:24:59 PM,41.964112545,-87.704523129,"(41.964112545, -87.704523129)"
